,fund_name,fund_category,category_return_2009,fund_return_2008,category_return_2008,fund_return_2007,category_return_2007,fund_return_2006,category_return_2006,fund_return_2005,category_return_2005,fund_return_2004,category_return_2004,fund_return_2003,category_return_2003,fund_return_2002,category_return_2002,fund_return_2001,category_return_2001,fund_return_2000,category_return_2000,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_5years,fund_beta_5years,fund_mean_annual_return_5years,fund_r_squared_5years,fund_stdev_5years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years,fund_alpha_10years,fund_beta_10years,fund_mean_annual_return_10years,fund_r_squared_10years,fund_stdev_10years,fund_sharpe_ratio_10years,fund_treynor_ratio_10years
1347,American Century Heritage Fund ,Mid-Cap Blend,0.41986,0.0,-0.3965,0.0,0.05944,0.0,0.12485,0.0,0.11817,0.0,0.19735,0.0,0.38457,0.0,-0.16149,0.0,-0.00152,0.0,0.17077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,American Century Heritage Fund ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,Aquila Three Peaks High Income ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,Voya Global Multi-Asset Fund cl,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.37,1.67,87.96,26.29,0.71,12.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,unlisted,Miscellaneous Sector,0.31262,0.0,-0.33986,0.0,0.01815,0.0,0.1485,0.0,0.0159,0.0,0.14628,0.0,0.26847,0.0,-0.1862,0.0,-0.0085,0.0,0.05371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,PIMCO Strategic Bond Fund Class,Miscellaneous Sector,0.31262,-0.61478,-0.33986,0.0,0.01815,0.0,0.1485,0.0,0.0159,0.0,0.14628,0.0,0.26847,0.0,-0.1862,0.0,-0.0085,0.0,0.05371,17.99,1.39,3.22,61.58,31.76,1.18,27.8,6.63,1.36,2.2,59.7,25.68,0.98,18.14,-1.71,1.42,1.07,63.42,24.96,0.49,6.8
1353,PIMCO Strategic Bond Fund Class,Foreign Large Blend,0.38882,0.0,-0.44749,0.0,0.29141,0.0,0.19521,0.0,0.19425,0.0,0.19488,0.0,0.44137,0.0,-0.14519,0.0,-0.19887,0.0,0.03012,-0.7,1.01,0.83,97.6,18.04,0.48,7.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,Anchor Risk Managed Municipal S,Diversified Emerging Mkts,0.70114,0.0,-0.492,0.0,0.40484,0.0,0.29363,0.0,0.33696,0.0,0.28617,0.0,0.50479,0.0,0.0,0.0,0.0,0.0,0.0,2.34,0.96,1.04,84.26,18.32,0.61,10.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,Aberdeen Ultra Short Municipal ,Intermediate-Term Bond,0.08281,0.0,0.04235,0.0,0.06573,0.0,0.04126,0.0,0.02161,0.0,0.03989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,1.01,0.43,98.78,3.56,1.13,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,Aberdeen Ultra Short Municipal ,unknown,0.0,-0.29726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.21,0.72,0.48,84.06,14.59,0.31,4.98,-5.41,0.68,0.57,80.19,11.42,0.5,7.68,-3.3,0.65,0.55,76.92,10.12,0.59,8.65
1357,Aberdeen Ultra Short Municipal ,Small Blend,0.32673,0.0,-0.40663,0.0,-0.04847,0.0,0.16837,0.0,0.06375,0.0,0.20303,0.0,0.42767,0.0,-0.17621,0.0,0.04157,0.0,0.0,-6.55,1.27,1.43,86.9,25.22,0.63,10.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,Aperture Endeavour Equity Fund ,Inflation-Protected Bond,0.11283,0.0,-0.02425,0.0,0.11459,0.0,0.00291,0.0,0.02646,0.0,0.08211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,0.21,0.34,14.27,1.86,1.47,13.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,Aquila Three Peaks High Income ,Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.26,1.02,1.62,99.84,18.86,0.97,17.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,Aquila Three Peaks High Income ,Allocation--15% to 30% Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.93,1.41,0.96,93.9,16.51,0.62,6.66,-3.11,1.36,0.87,89.42,13.14,0.7,6.48,-1.75,1.2,0.65,84.09,11.14,0.65,5.71
1361,Aquila Three Peaks High Income ,unknown,0.0,-0.14735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,1.48,0.53,15.97,12.69,0.4,2.92,0.26,1.63,0.4,24.73,10.7,0.34,1.96,0.49,1.66,0.46,27.54,9.46,0.52,2.77
1362,Water Island Long/Short Fund Re,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.17,0.27,78.76,20.34,0.09,-0.15,2.57,1.18,0.5,79.17,16.86,0.28,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,Water Island Long/Short Fund In,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,Catalyst Systematic Alpha Class,Foreign Large Blend,0.38882,0.0,-0.44749,0.0,0.29141,0.0,0.19521,0.0,0.19425,0.0,0.19488,0.0,0.44137,0.0,-0.14519,0.0,-0.19887,0.0,0.03012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,Catalyst Systematic Alpha Class,Foreign Small/Mid Value,0.40172,-0.41128,-0.45822,0.0,0.12904,0.0,0.13599,0.0,0.24396,0.0,0.31164,0.0,0.5629,0.0,-0.10617,0.0,0.0,0.0,0.0,-2.37,1.08,0.74,95.12,19.48,0.39,5.58,-0.82,1.06,0.96,94.61,15.96,0.64,8.96,1.36,0.96,0.63,93.0,15.02,0.46,6.28
1366,Catalyst Systematic Alpha Class,Large Growth,0.41318,-0.46017,-0.41574,0.0,0.09633,0.0,0.0998,0.0,0.02725,0.0,0.0698,0.0,0.30929,0.0,-0.27831,0.0,-0.19168,0.0,-0.3694,0.22,0.94,1.52,82.59,19.28,0.88,17.37,0.09,0.95,1.4,81.64,15.76,0.99,16.34,-0.3,0.95,1.15,82.37,14.18,0.93,13.67
1367,Aquila Three Peaks Opportunity ,Miscellaneous Sector,0.31262,0.0,-0.33986,0.0,0.01815,0.0,0.1485,0.0,0.0159,0.0,0.14628,0.0,0.26847,0.0,-0.1862,0.0,-0.0085,0.0,0.05371,-8.32,1.38,1.03,84.65,27.03,0.41,5.44,-6.86,1.33,1.04,81.61,21.43,0.52,6.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,"AB Bond Fund, Inc. - AB Tax-Awa",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,American Century One Choice in ,Mid-Cap Value,0.41481,-0.38403,-0.39308,-0.15009,-0.06914,0.138,0.16041,0.01157,0.0797,0.0,0.19937,0.0,0.38743,0.0,-0.10024,0.0,0.07048,0.0,0.0,-7.19,1.02,1.0,77.93,21.34,0.5,8.77,-6.33,1.01,0.94,76.09,17.32,0.58,8.96,0.4,0.88,1.12,70.05,14.21,0.9,14.34
1370,American Century One Choice In ,Consumer Cyclical,0.4642,-0.32694,-0.39004,-0.10976,-0.10166,0.0,0.17716,0.0,-0.04359,0.0,0.11649,0.0,0.35013,0.0,-0.21731,0.0,0.06849,0.0,-0.16587,-0.38,1.6,1.95,79.69,32.28,0.68,11.58,-1.99,1.53,1.66,75.13,25.64,0.73,11.05,2.26,1.24,1.26,68.5,21.08,0.69,10.52
1371,"AB Bond Fund, Inc. - AB Tax-Awa",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,Athena Behavioral Tactical Fund,Preferred Stock,0.33004,-0.23239,-0.28242,0.0,-0.16048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.96,0.63,7.75,11.72,0.54,6.07,2.62,1.0,0.47,11.4,9.41,0.48,4.2,3.29,0.77,0.5,8.37,7.91,0.68,6.86
1373,Athena Behavioral Tactical Fund,Preferred Stock,0.33004,0.0,-0.28242,0.0,-0.16048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.48,2.4,1.45,4.63,37.97,0.43,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,Alger 35 Fund Class P,Preferred Stock,0.33004,0.0,-0.28242,0.0,-0.16048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.9,0.7,9.26,10.06,0.71,7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,Alger 35 Fund Class P-2,Trading--Miscellaneous,-0.02637,0.0,-0.04432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,The AB Portfolios - AB Tax-Mana,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,1.52,0.71,6.6,20.58,0.34,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,The AB Portfolios - AB Tax-Mana,Preferred Stock,0.33004,0.0,-0.28242,0.0,-0.16048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,The AB Portfolios - AB Tax-Mana,Financial,0.14085,-0.27321,-0.46041,-0.0265,-0.10039,0.0,0.18103,0.0,0.09921,0.0,0.16029,0.0,0.3786,0.0,-0.11756,0.0,-0.07505,0.0,0.25498,0.49,1.09,1.42,78.92,21.99,0.72,13.18,-2.63,1.06,1.08,73.09,18.03,0.65,10.15,1.93,1.01,1.04,70.33,16.85,0.7,10.92
1379,American Century International ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.98,0.44,51.26,4.79,0.82,3.99,0.67,0.94,0.31,58.08,4.05,0.62,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,Invesco World Bond Factor Fund ,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,Invesco World Bond Factor Fund ,Preferred Stock,0.33004,0.0,-0.28242,0.0,-0.16048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,Invesco World Bond Factor Fund ,Large Value,0.25157,-0.29449,-0.35846,-0.00176,0.01809,0.15721,0.20182,0.0,0.05311,0.0,0.14458,0.0,0.30804,0.0,-0.17206,0.0,-0.0626,0.0,0.06973,-1.18,0.85,1.25,94.13,16.16,0.85,15.85,-2.57,0.85,1.04,92.57,13.3,0.85,13.03,-0.43,0.81,0.98,89.32,11.71,0.95,13.57
1383,Invesco World Bond Factor Fund ,Large Growth,0.41318,0.0,-0.41574,0.0,0.09633,0.0,0.0998,0.0,0.02725,0.0,0.0698,0.0,0.30929,0.0,-0.27831,0.0,-0.19168,0.0,-0.3694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,Invesco World Bond Factor Fund ,Preferred Stock,0.33004,0.0,-0.28242,0.0,-0.16048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,1.13,0.79,7.17,14.38,0.57,6.62,3.4,1.18,0.57,10.78,11.5,0.49,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,AQR Large Cap Defensive Style F,Miscellaneous Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.83,1.16,0.19,84.59,22.3,0.04,-1.22,-3.98,1.16,0.78,75.82,19.51,0.42,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,AQR Large Cap Defensive Style F,Preferred Stock,0.33004,-0.28242,-0.28242,-0.16048,-0.16048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.74,0.59,9.54,8.2,0.71,7.69,2.88,0.87,0.47,15.97,6.95,0.65,5.08,4.05,0.73,0.56,10.12,6.86,0.88,8.26
1387,Auer Growth Fund,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.27,0.27,2.28,6.2,0.31,6.35,2.96,0.2,0.38,1.7,4.94,0.68,16.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,Columbia Quality Income Fund Cl,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,0.89,0.74,32.68,23.98,0.32,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,Columbia Quality Income Fund Cl,Large Growth,0.41318,0.0,-0.41574,0.0,0.09633,0.0,0.0998,0.0,0.02725,0.0,0.0698,0.0,0.30929,0.0,-0.27831,0.0,-0.19168,0.0,-0.3694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,"AB Equity Income Fund, Inc. - C",Preferred Stock,0.33004,0.0,-0.28242,0.0,-0.16048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,0.89,0.63,9.4,9.87,0.64,6.84,2.87,1.0,0.49,15.27,8.22,0.58,4.56,3.74,0.86,0.56,14.87,6.68,0.92,7.08
1391,"AB Equity Income Fund, Inc. - C",unknown,0.0,-0.33388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,0.72,0.51,7.98,8.67,0.56,6.51,3.27,0.61,0.48,8.36,6.85,0.66,7.33,2.86,0.59,0.42,8.26,6.17,0.72,7.36
1392,"AB Equity Income Fund, Inc. - C",Long-Short Equity,0.3145,0.0,-0.29481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.25,0.83,19.16,10.67,0.81,33.69,4.26,0.29,0.85,21.86,9.32,0.96,30.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,"AB Equity Income Fund, Inc. - C",High Yield Bond,0.41327,0.0,-0.29406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,"AB Equity Income Fund, Inc. - C",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.87,1.23,0.34,18.19,9.82,0.28,1.94,0.21,1.14,0.31,17.39,8.95,0.28,1.92,-0.47,0.9,0.22,9.15,8.91,0.23,1.84
1395,"AB Equity Income Fund, Inc. - A",Foreign Large Value,0.42878,-0.46501,-0.44817,0.12168,0.20511,0.26393,0.22367,0.0,0.27837,0.0,0.22446,0.0,0.53344,0.0,-0.13197,0.0,-0.1785,0.0,0.07676,-1.42,1.16,0.89,88.85,21.81,0.43,6.24,-2.63,1.1,0.83,83.96,17.52,0.5,6.92,-0.58,0.99,0.49,83.97,16.3,0.32,3.98
1396,"AB Equity Income Fund, Inc. - C",Diversified Emerging Mkts,0.70114,-0.62842,-0.492,0.0,0.40484,0.0,0.29363,0.0,0.33696,0.0,0.28617,0.0,0.50479,0.0,0.0,0.0,0.0,0.0,0.0,4.21,0.96,1.2,70.2,20.11,0.65,12.36,3.66,0.94,1.23,66.75,16.88,0.8,13.72,0.57,0.94,0.56,69.83,17.01,0.36,5.03
1397,American Century Ultra Fund R6 ,Intermediate-Term Bond,0.08281,0.0,0.04235,0.0,0.06573,0.0,0.04126,0.0,0.02161,0.0,0.03989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,American Century Ultra Fund - R,Trading--Leveraged Equity,0.6239,0.0,-0.68494,0.0,0.11247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-34.48,2.96,1.59,60.39,70.7,0.25,-2.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,Ultra Fund Class G,India Equity,0.96477,0.0,-0.65619,0.0,0.7204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.93,1.12,50.59,23.05,0.53,10.82,2.18,0.97,1.12,50.68,19.86,0.62,11.28,0.21,1.0,0.55,49.32,21.37,0.28,3.85
1400,American Century Ultra R Shares,Natural Resources,0.60487,-0.46089,-0.46215,0.0,0.32767,0.0,0.14892,0.0,0.35228,0.0,0.31397,0.0,0.33469,0.0,-0.07207,0.0,-0.15082,0.0,0.24303,3.76,0.93,1.5,89.62,17.61,0.95,17.83,0.64,0.93,1.21,84.26,14.77,0.9,14.04,-1.28,1.02,0.78,86.2,15.41,0.57,7.73
1401,American Century Ultra Fund - Y,Foreign Large Growth,0.2908,-0.4552,-0.42427,0.0,0.31193,0.0,0.21884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,0.93,1.08,82.6,17.98,0.65,11.57,1.67,0.93,1.04,78.37,15.3,0.74,11.66,1.98,0.97,0.69,81.25,16.26,0.47,6.74
1402,"AB Bond Fund, Inc. - AB Municip",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,"AB Bond Fund, Inc. - AB Municip",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,"AB Bond Fund, Inc. - AB Municip",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,"AB Bond Fund, Inc. - AB Municip",Large Value,0.25157,-0.33635,-0.35846,-0.01652,0.01809,0.0,0.20182,0.0,0.05311,0.0,0.14458,0.0,0.30804,0.0,-0.17206,0.0,-0.0626,0.0,0.06973,-2.51,1.19,1.65,91.33,23.03,0.8,14.55,-3.46,1.18,1.42,89.56,18.76,0.84,12.86,-1.72,1.11,1.22,89.38,15.94,0.88,12.29
1406,"AB Bond Fund, Inc. - AB Municip",Large Growth,0.41318,0.0,-0.41574,0.0,0.09633,0.0,0.0998,0.0,0.02725,0.0,0.0698,0.0,0.30929,0.0,-0.27831,0.0,-0.19168,0.0,-0.3694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,Columbia Acorn USA Class I,Large Growth,0.41318,0.0,-0.41574,0.0,0.09633,0.0,0.0998,0.0,0.02725,0.0,0.0698,0.0,0.30929,0.0,-0.27831,0.0,-0.19168,0.0,-0.3694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,"AB Cap Fund, Inc. - AB Select U",Large Blend,0.32264,0.0,-0.38047,0.0,0.04402,0.0,0.15549,0.0,0.04685,0.0,0.12554,0.0,0.29092,0.0,-0.17842,0.0,-0.05751,0.0,-0.05243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,"AB Cap Fund, Inc. - AB Select U",Small Blend,0.32673,0.0,-0.40663,0.0,-0.04847,0.0,0.16837,0.0,0.06375,0.0,0.20303,0.0,0.42767,0.0,-0.17621,0.0,0.04157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,"AB Cap Fund, Inc. - AB Select U",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,0.97,0.79,40.69,23.45,0.35,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,"AB Cap Fund, Inc. - AB Select U",unknown,0.0,0.21851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.71,1.99,0.43,67.37,8.52,0.44,1.75,-2.34,2.0,0.23,74.03,7.65,0.21,0.66,-1.89,2.16,0.4,73.87,7.6,0.55,1.86
1412,"AB Cap Fund, Inc. - AB Select U",unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,Auxier Focus Fund A Shs,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,Auxier Focus Fd Investor Shares,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,Auxier Focus Fund Institutional,Technology,0.76085,0.0,-0.4716,0.0,0.08189,0.0,0.09552,0.0,0.01256,0.0,0.06733,0.0,0.65015,0.0,-0.44541,0.0,-0.32203,0.0,-0.42203,6.61,1.1,1.93,70.19,23.48,0.93,19.54,10.22,1.1,2.19,64.21,19.87,1.26,23.88,9.12,1.13,1.74,67.11,19.4,1.04,17.82
1416,AB Municipal Income Fund II - V,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
